Date,Price_Maize,Price_Millet,Price_Sorghum,Exchange_Rate,NDVI_Anomaly,NDMI_Anomaly,Rainfall_Anomaly,Price_Maize_Lag1,Price_Maize_Lag2,Price_Sorghum_Lag1,Price_Sorghum_Lag2,Price_Millet_Lag1,Price_Millet_Lag2,NDVI_Anomaly_Lag1,NDVI_Anomaly_Lag2,NDMI_Anomaly_Lag1,NDMI_Anomaly_Lag2,Rainfall_Anomaly_Lag1,Rainfall_Anomaly_Lag2,Exchange_Rate_Lag1,Exchange_Rate_Lag2
2021-05-01,19000.0,19752.5,18510.0,396.98292973402147,0.5226488230871863,-0.24907311725416814,-0.7903899193579865,20445.0,20342.0,19127.5,18714.0,20085.0,19498.0,0.07907346306122859,-0.1650851997663486,0.30230599588960244,0.49534986607233267,-0.19618256087020527,0.9965829838872065,380.22813688212926,379.794910748196
2021-06-01,23764.0,22762.0,24034.0,410.6776180698152,-0.8713336106996544,-1.1798256506079425,-1.1782531948099004,19000.0,20445.0,18510.0,19127.5,19752.5,20085.0,0.5226488230871863,0.07907346306122859,-0.24907311725416814,0.30230599588960244,-0.7903899193579865,-0.19618256087020527,396.98292973402147,380.22813688212926
2021-07-01,25200.0,24527.5,23900.0,410.6776180698152,-1.0922990688528054,-0.9115364688102339,-0.1295752836001234,23764.0,19000.0,24034.0,18510.0,22762.0,19752.5,-0.8713336106996544,0.5226488230871863,-1.1798256506079425,-0.24907311725416814,-1.1782531948099004,-0.7903899193579865,410.6776180698152,396.98292973402147
2021-08-01,23417.5,22752.5,25350.0,411.01520756267985,0.3246670726310439,0.376011007197367,-0.45101874505963885,25200.0,23764.0,23900.0,24034.0,24527.5,22762.0,-1.0922990688528054,-0.8713336106996544,-0.9115364688102339,-1.1798256506079425,-0.1295752836001234,-1.1782531948099004,410.6776180698152,410.6776180698152
2021-09-01,21180.0,20516.0,23332.0,411.01520756267985,0.0921729063374257,0.10299596842496515,-0.4148037327762349,23417.5,25200.0,25350.0,23900.0,22752.5,24527.5,0.3246670726310439,-1.0922990688528054,0.376011007197367,-0.9115364688102339,-0.45101874505963885,-0.1295752836001234,411.01520756267985,410.6776180698152
2021-10-01,16652.5,18445.0,22517.5,410.5090311986864,-0.6739992527903952,-0.6332287074637422,-0.8567970777870335,21180.0,23417.5,23332.0,25350.0,20516.0,22752.5,0.0921729063374257,0.3246670726310439,0.10299596842496515,0.376011007197367,-0.4148037327762349,-0.45101874505963885,411.01520756267985,411.01520756267985
2021-11-01,18497.5,20670.0,17655.0,410.3405826836274,-0.334388127689313,-0.7568948523748428,1.0946770728507491,16652.5,21180.0,22517.5,23332.0,18445.0,20516.0,-0.6739992527903952,0.0921729063374257,-0.6332287074637422,0.10299596842496515,-0.8567970777870335,-0.4148037327762349,410.5090311986864,411.01520756267985
2021-12-01,21650.0,21660.0,19816.0,410.3405826836274,-1.6651096082506271,-0.22275731818066283,-0.6333487210945465,18497.5,16652.5,17655.0,22517.5,20670.0,18445.0,-0.334388127689313,-0.6739992527903952,-0.7568948523748428,-0.6332287074637422,1.0946770728507491,-0.8567970777870335,410.3405826836274,410.5090311986864
2022-01-01,24227.5,23912.5,22717.5,413.564929693962,-1.1875691048192747,-1.0795371017590503,-0.5864909114790174,21650.0,18497.5,19816.0,17655.0,21660.0,20670.0,-1.6651096082506271,-0.334388127689313,-0.22275731818066283,-0.7568948523748428,-0.6333487210945465,1.0946770728507491,410.3405826836274,410.3405826836274
2022-02-01,23927.5,24335.0,23027.5,415.6275976724854,-0.7284714013717106,0.44421630294446446,-0.7537232089435466,24227.5,21650.0,22717.5,19816.0,23912.5,21660.0,-1.1875691048192747,-1.6651096082506271,-1.0795371017590503,-0.22275731818066283,-0.5864909114790174,-0.6333487210945465,413.564929693962,410.3405826836274
